Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio
CMU-2.svs	18ab6da4-cfd6-47a0-b579-17b193695bb4	Cell			Annotation (ROI)	Polygon	8730.6	7630.6	22.25	20.6407	0.6563	6.8052	4.9817	0.6948	216.9167	20824	12.5368	251	185	66	134.4167	12904	16.5305	180	101	79	171.3958	16454	11.8637	205	147	58	151.25	45.5008	0.9181	15.2633	13.0955	0.4311	203.1719	16.5423	251	136	118.2826	18.4814	180	66	158.5719	14.8419	205	108	200.5796	15.9228	248	136	115.2397	17.2202	176	66	156.1532	14.0943	202	108	0.151
CMU-2.svs	304edab3-653f-4cad-8903-281ff2d76092	Cell			Annotation (ROI)	Polygon	8396.5	7633.7	21	25.9175	0.3929	11.4528	2.9515	0.9745	218.663	20117	16.6564	255	182	73	160.9565	14808	25.8962	225	112	113	191.337	17603	17.9108	235	153	82	128.5	46.6344	0.7425	19.1767	9.2039	0.8793	165.332	51.0287	255	36	105.0946	42.0292	225	19	149.2027	33.0487	235	68	153.8146	48.5752	243	36	93.0305	34.4072	185	19	140.1033	28.1543	200	68	0.1614
CMU-2.svs	74213ae3-f4c5-4715-8b35-c73a52dd16cc	Cell			Annotation (ROI)	Polygon	8514.6	7634.7	53.5	45.1372	0.33	20.2762	3.6783	0.989	233.5753	51153	13.367	255	202	53	205.8995	45092	25.3977	252	129	123	221.1279	48427	18.0148	252	174	78	182	57.0674	0.7023	22.1401	10.7356	0.8948	183.4379	45.4382	255	53	141.4707	53.0573	252	30	175.7817	38.0719	252	87	162.0759	36.6026	254	53	114.0195	34.8653	247	30	156.4611	26.0481	250	87	0.2988
CMU-2.svs	f8928154-436f-43c3-900f-f8009d835ac9	Cell			Annotation (ROI)	Polygon	8545.9	7633	48.25	27.8915	0.7794	10.5315	5.8925	0.8335	232.8895	46345	14.3322	253	172	81	217.0854	43200	23.5041	251	141	110	226.407	45055	15.0437	252	178	74	102	41.9047	0.7299	15.9749	9.8379	0.7492	193.7525	51.3128	253	46	162.3578	64.3144	251	21	188.5539	45.4425	252	81	156.488	45.78	253	46	110.2488	44.4288	242	21	152.512	33.8988	248	81	0.4716
CMU-2.svs	c0bad863-4a7d-4b99-bed2-b211008e9409	Cell			Annotation (ROI)	Polygon	8754.3	7633	9.75	13.4807	0.6742	4.7407	3.2681	0.8546	217.8409	9585	9.4129	237	200	37	136.9545	6026	11.9805	164	115	49	175.5227	7723	10.0983	198	149	49	44.25	27.0397	0.7605	10.3211	5.4994	0.8608	210.0055	13.0824	242	175	124.5525	16.2184	174	85	164.3315	13.0081	198	137	207.489	13.125	242	175	120.5693	15.3952	174	85	160.7372	11.755	190	137	0.2201
CMU-2.svs	33fb088f-f2b5-426d-ad00-ea9022d08820	Cell			Annotation (ROI)	Polygon	8762.1	7631.4	22	20.8702	0.6347	7.5847	4.6626	0.8015	218.0222	19622	10.618	248	197	51	146.3445	13171	15.5261	183	115	68	181.4	16326	11.4566	207	159	48	43.75	26.3075	0.7944	8.9529	6.6295	0.6932	209.8778	13.3004	248	175	136.9	17.4356	183	98	174.7611	13.3565	207	139	201.7333	10.4352	226	175	127.4556	13.7825	182	98	168.1222	11.7644	205	139	0.4758
CMU-2.svs	aa958681-656c-4a20-82ef-15f83174744e	Cell			Annotation (ROI)	Polygon	8712.5	7632.2	15.5	16.3422	0.7293	5.1727	4.4351	0.5881	218.0161	13517	12.9608	252	187	65	166.7581	10339	17.9203	206	115	91	195.1452	12099	14.4912	228	153	75	83.25	34.5141	0.8782	12.1965	9.5646	0.6076	189.1802	33.416	252	67	122.1892	35.0853	210	43	161.3844	27.1514	228	98	182.583	33.1733	248	67	111.9926	29.675	210	43	153.6605	23.1826	225	98	0.178
CMU-2.svs	681df100-4de2-46f1-8ee5-38413bd76eca	Cell			Annotation (ROI)	Polygon	8527.6	7634.4	46.75	34.1568	0.5035	13.9823	5.8632	0.9324	236.7282	46162	15.5043	255	168	87	224.8462	43845	23.5174	255	152	103	230.0923	44868	16.5424	254	174	80	133	44.9024	0.8289	17.758	10.4611	0.8179	178.7551	64.1353	255	23	144.9907	73.3537	255	14	173.7421	53.5498	254	62	145.5059	57.4442	251	23	99.1912	48.8618	249	14	141.4235	38.5536	249	62	0.3553
CMU-2.svs	0723a417-8d5b-4e8e-a07e-9b8d323a8c53	Cell			Annotation (ROI)	Polygon	8602.2	7630.5	11.5	16.2559	0.5469	6.5696	2.4714	0.9429	222.5385	11572	19.7012	253	165	88	178.0192	9257	27.4394	239	117	122	200.3077	10416	20.4504	245	166	79	99.25	37.902	0.8682	12.6757	10.5505	0.4159	176.9154	36.9056	253	68	123.9129	37.7546	239	34	163.5522	27.837	245	93	170.1371	33.9416	252	68	115.8743	32.0432	219	34	158.0914	24.455	229	93	0.1165
CMU-2.svs	c44a3979-e8ab-4d89-9633-60d8703d4e40	Cell			Annotation (ROI)	Polygon	8640.7	7634.3	30.25	24.0022	0.6598	9.3102	4.6318	0.8838	234.8387	29120	14.1303	255	197	58	208.7823	25889	28.2079	255	146	109	221.9113	27517	19.6919	255	176	79	113.25	45.4389	0.6893	17.1095	10.1746	0.7525	169.6389	60.2295	255	27	129.5011	62.3721	255	11	165.2341	46.296	255	67	145.3604	52.245	246	27	99.979	42.74	217	11	144.1291	33.9652	232	67	0.2648
CMU-2.svs	c3024f9d-2387-4a4c-bb54-496958888580	Cell			Annotation (ROI)	Polygon	8566.6	7632	75	61.0489	0.2529	27.3527	4.9537	0.9906	228.1234	70262	17.7941	255	164	91	200.6396	61797	31.8693	253	106	147	216.6818	66738	21.7822	251	160	91	257.5	79.1335	0.5167	32.0354	11.7795	0.9517	187.6898	40.9524	255	44	145.8786	47.3705	253	27	178.8044	33.8597	251	80	170.6301	35.6395	236	44	122.774	31.0288	222	27	162.8233	23.8569	218	80	0.2907
CMU-2.svs	8ed0bb77-35f4-4c21-8208-3a565e86f5ec	Cell			Annotation (ROI)	Polygon	8690.9	7633.9	12.25	14.8346	0.6995	6.312	2.9295	0.8902	217.5577	11313	14.5433	247	183	64	149.0385	7750	21.4393	189	107	82	180.2115	9371	21.6671	213	132	81	39.25	26.6247	0.6958	11.333	5.038	0.902	206.25	21.5091	250	143	128.7312	26.1153	189	72	167.6	20.5721	213	124	200.8056	22.2398	250	143	118.9537	22.3039	172	72	161.5278	17.0472	197	124	0.3005
CMU-2.svs	15f86454-8bf5-42e6-99ef-a2c6c0691226	Cell			Annotation (ROI)	Polygon	8401.5	7640	18.75	22.6208	0.4605	9.486	2.9132	0.964	231.2051	18034	21.372	255	149	106	201.7051	15733	38.698	255	119	136	216.1667	16861	27.3232	255	157	98	80	38.7975	0.6679	15.1526	6.9318	0.9048	164.6386	58.8295	255	10	121.0748	63.4653	255	1	160.2866	46.7398	255	65	143.2716	50.4423	253	10	95.1934	45.6237	237	1	142.3498	36.355	234	65	0.24
CMU-2.svs	04f83e08-3f8d-46ea-9795-7122a0e1c13d	Cell			Annotation (ROI)	Polygon	8535	7638.6	15	14.6526	0.878	5.2669	3.9525	0.6332	231.1818	15258	23.2107	253	171	82	214.3485	14147	32.821	253	137	116	224.9697	14848	22.817	254	172	82	58	31.6466	0.7278	12.0743	6.3252	0.874	147	71.0769	253	17	117.5745	73.4693	253	1	153.8255	55.0644	254	54	114.1243	54.3776	252	17	79.7811	44.5585	215	1	126.0414	35.4521	229	54	0.2506
CMU-2.svs	aefd3b0c-763a-4e13-aeaf-809b75e74d32	Cell			Annotation (ROI)	Polygon	8617.9	7635.8	65.5	44.8761	0.4087	20.8492	4.3464	0.9808	237.8779	62324	12.3176	255	178	77	222.8053	58375	22.2355	255	131	124	231.3588	60616	14.3263	253	178	75	215.5	59.727	0.7591	23.9465	11.2914	0.8722	193.7783	42.7176	255	53	154.9134	54.6784	255	25	184.582	38.2258	253	81	174.649	36.6122	253	53	125.4636	34.6884	218	25	164.2914	25.3805	226	81	0.2992
CMU-2.svs	4eb5fa44-5d33-4222-97e0-71d806ea357f	Cell			Annotation (ROI)	Polygon	8760.6	7636.7	9.5	15.734	0.4822	6.1965	2.8935	0.9141	216.5714	9096	10.7842	249	200	49	143	6006	15.4383	184	115	69	179.5952	7543	12.2515	208	144	64	35.5	24.4203	0.7481	9.7926	5.4017	0.8603	201.0903	17.9848	249	156	122.8819	20.8231	184	76	162.7222	17.191	208	114	194.7157	16.4331	237	156	114.598	16.7197	172	76	155.7745	13.7969	188	114	0.2626
CMU-2.svs	ac2fc333-68dc-45cb-a9db-ed9d3b5b69ec	Cell			Annotation (ROI)	Polygon	8700.1	7642	13.25	22.0778	0.3416	9.8291	2.4138	0.982	226.5439	12913	21.0756	255	144	111	173.0526	9864	40.2547	241	75	166	197.9298	11282	28.4246	249	143	106	131	43.7705	0.8592	15.4274	10.2671	0.7519	203.4705	23.2046	255	136	119.8457	33.9472	241	58	159.1048	24.7729	249	115	200.6603	21.8636	255	136	113.3654	26.6671	234	58	154.3761	19.6296	230	115	0.1009
CMU-2.svs	bcd18eef-db60-480f-b3ad-9c50def058e1	Cell			Annotation (ROI)	Polygon	8582	7636.4	10	17.618	0.4049	7.5325	2.5678	0.9666	226.8125	10887	18.3763	254	178	76	202.7708	9733	24.5359	247	153	94	216.9583	10414	16.189	249	187	62	65.5	34.8538	0.6776	13.075	7.6349	0.8513	175.8192	43.5687	254	84	137.2509	49.1122	247	51	173.1808	33.7847	249	109	164.843	39.4198	254	84	123.148	40.9646	247	51	163.7578	28.7949	242	109	0.1741
CMU-2.svs	0e7049d3-59af-4048-9aa5-c68f3275339f	Cell			Annotation (ROI)	Polygon	8591.1	7637.3	17.75	18.9516	0.621	6.79	4.068	0.857	223.3117	17195	19.3488	254	135	119	193.7143	14916	28.869	249	114	135	210.8571	16236	19.4556	247	169	78	114.5	41.3263	0.8425	14.3231	11.7635	0.558	180.2802	41.0345	254	76	139.347	46.7988	249	39	174.4138	32.2246	247	96	171.7184	38.7703	254	76	128.5297	41.9044	243	39	167.1628	29.2129	234	96	0.1547
CMU-2.svs	11742e5e-fd29-40af-9eff-8ad64c2d974d	Cell			Annotation (ROI)	Polygon	8632.4	7639.2	36.25	30.9547	0.4754	12.9402	4.4162	0.9502	234.9932	34544	12.1619	255	201	54	216.8503	31877	22.0806	255	160	95	227.7823	33484	14.6084	253	189	64	103	46.5576	0.5971	16.005	12.2305	0.6429	197.7855	38.6426	255	47	159.3132	51.9295	255	31	189.0096	36.1512	253	93	177.3769	32.4688	235	47	127.7537	33.0512	228	31	167.7425	25.0618	234	93	0.3487
CMU-2.svs	237e4012-1848-412c-a86e-71f5eb20c23b	Cell			Annotation (ROI)	Polygon	8603.8	7641	28.5	24.751	0.5846	10.9598	3.3313	0.957	238.5385	27909	14.6155	255	183	72	220.3333	25779	26.3154	254	122	132	229.4359	26844	19.3495	255	161	94	113.5	42.1457	0.803	15.7342	9.4752	0.795	188.9498	49.6147	255	13	152.9782	57.727	254	6	184.1135	40.4389	255	59	171.9355	45.8179	252	13	129.868	46.3257	244	6	168.563	33.4801	248	59	0.2548
CMU-2.svs	33b5f88b-5457-4114-8c4c-ab22eafbaaaf	Cell			Annotation (ROI)	Polygon	8541.2	7641.6	19	17.947	0.7413	6.1448	4.7016	0.5472	229.7	18376	15.361	252	190	62	212.1	16968	24.1575	251	140	111	222.7375	17819	16.0803	253	178	75	84.75	37.6378	0.7518	13.2118	9.3405	0.7344	183.5174	49.1765	252	46	149.5988	57.8838	252	20	181.5727	40.001	253	81	169.5227	47.3044	251	46	130.6591	51.44	252	20	169.0985	36.5716	250	81	0.2089
CMU-2.svs	9d37ae5f-44cb-4e03-b0d9-3da5ecf55c38	Cell			Annotation (ROI)	Polygon	8561.1	7639.8	17	20.5068	0.508	9.3155	2.321	0.9704	235.6351	17437	14.2652	255	203	52	204.6487	15144	23.8864	243	148	95	217.9054	16125	14.0597	246	180	66	64.5	33.0985	0.7399	13.0253	8.2433	0.8056	196.178	35.0212	255	110	142.5909	49.0827	243	65	176.2008	33.5141	246	110	180.8105	27.9485	246	110	118.4211	32.2001	211	65	159.9579	23.2465	230	110	0.2578
CMU-2.svs	8563f0ef-95ca-4ef5-8050-cbd0152c16f1	Cell			Annotation (ROI)	Polygon	8723.9	7640	15.25	17.9823	0.5926	6.8002	3.6434	0.9004	217.1449	14983	17.285	249	179	70	151.4493	10450	25.106	216	105	111	183.3478	12651	17.6717	222	154	68	130.75	42.1433	0.9251	15.3193	11.5029	0.6725	194.5539	29.0403	252	86	121.8563	26.1128	216	45	161.8563	18.7584	222	97	191.1652	28.9417	252	86	117.4174	23.2295	181	45	158.6326	16.6931	205	97	0.1232
CMU-2.svs	8e878636-5550-495b-a6f5-9650649e3c01	Cell			Annotation (ROI)	Polygon	8575.4	7643.1	51.5	42.683	0.3552	18.3229	4.6287	0.9789	238.6122	51063	13.0065	255	180	75	218.3878	46735	24.4301	254	127	127	227.8832	48767	15.8745	253	160	93	145.75	55.1964	0.6012	21.8022	10.5593	0.9098	208.2003	31.3019	255	118	165.6706	51.3084	254	59	192.5195	35.0852	253	124	190.8453	24.7567	253	118	135.5867	36.0738	242	59	172.3387	25.8433	240	124	0.361
CMU-2.svs	d6675117-e8e2-44b1-a7f2-74d60b406aa1	Cell			Annotation (ROI)	Polygon	8690.1	7645.1	50	33.8355	0.5488	13.2261	5.3333	0.9163	214.1773	43478	28.1804	255	134	121	164.0148	33295	42.8106	254	73	181	191.8177	38939	29.4802	252	116	136	127.75	44.9272	0.7953	15.4239	12.612	0.5166	203.5689	25.5797	255	134	133.3651	40.9716	254	47	169.7922	29.9745	252	114	196.6667	21.0798	251	134	113.4231	23.9134	197	47	155.4615	19.9441	217	114	0.3915
CMU-2.svs	8a544d88-30ca-4f72-a1d7-ad043558cb21	Cell			Annotation (ROI)	Polygon	8767	7640.4	14.25	18.9872	0.4967	7.6316	3.5018	0.9133	220.0938	14086	17.3303	250	187	63	145.8281	9333	18.4034	185	112	73	177.8906	11385	14.2485	205	133	72	43.5	26.8708	0.7571	10.7062	5	0.8924	199.3408	23.395	250	143	118.3631	29.0739	185	62	157.6592	23.1347	205	107	187.7913	17.6712	239	143	103.0783	21.7603	170	62	146.4	19.1264	198	107	0.3521
CMU-2.svs	4bde571f-64e4-42cb-889f-40f27ed32f61	Cell			Annotation (ROI)	Polygon	8710.8	7641.8	11.5	13.3025	0.8167	5.0062	3.4001	0.7436	214.14	10707	25.1518	250	146	104	176	8800	29.1925	238	108	130	201.46	10073	17.2357	240	167	73	94.25	38.209	0.8113	12.8511	10.5721	0.4905	196.4961	23.6379	250	99	127.4646	36.2242	238	62	165.0997	27.6866	241	114	193.8308	22.2527	249	99	120.1329	31.2031	238	62	159.6073	24.6578	241	114	0.1219
CMU-2.svs	e88bff11-0c24-40d0-b9c6-6f47cbc6cc8c	Cell			Annotation (ROI)	Polygon	8754	7642.6	13	19.632	0.4239	6.7412	3.5355	0.9084	222.7818	12253	16.2454	254	180	74	152.5818	8392	23.5417	209	106	103	180.4727	9926	18.6029	217	145	72	97.25	37.9136	0.8502	13.7669	9.2959	0.7417	204.1199	21.621	254	136	122.4617	30.3389	238	71	161.0025	21.8796	241	122	201.0742	20.8629	253	136	117.546	28.4483	238	71	157.8249	20.7191	241	122	0.1324
CMU-2.svs	545ddc04-51dd-4173-9853-368287677238	Cell			Annotation (ROI)	Polygon	8407	7648.4	49	40.663	0.3724	16.602	5.944	0.9675	219.1045	44040	21.8308	255	139	116	174.1592	35006	34.7648	253	96	157	198.2189	39842	24.7958	255	130	125	241.5	63.0612	0.7631	23.7219	14.9554	0.7529	138.1401	69.6968	255	5	96.4181	61.9634	253	0	137.6931	51.6919	255	37	117.0052	61.9896	254	5	76.1247	50.3651	228	0	121.8935	44.7559	232	37	0.2039
CMU-2.svs	75c34403-e76c-41b2-8935-84d881324d13	Cell			Annotation (ROI)	Polygon	8777.2	7642.1	9.25	13.8712	0.6041	5.7798	2.1194	0.9355	228.1219	9353	16.6241	255	200	55	180.4634	7399	29.874	235	127	108	201.9756	8281	19.7389	238	169	69	57	31.4854	0.7225	12.5553	7.1502	0.8485	199.6061	21.9831	255	144	132.2467	31.7881	235	61	168.8571	22.6678	238	114	193.4526	17.7521	233	144	121.8421	20.6796	166	61	161.7105	15.9233	204	114	0.1483
CMU-2.svs	8a8fae8e-6f2f-4d2a-b659-4e6d4c7de3d6	Cell			Annotation (ROI)	Polygon	8649.3	7643.3	25	23.3174	0.5778	9.4916	3.7701	0.9369	224.1165	23084	27.5045	255	146	109	201.4757	20752	40.1079	255	104	151	214.2136	22064	29.8104	255	133	122	154.75	46.9056	0.8839	16.6229	12.8327	0.5268	128.271	66.1668	255	2	96.071	64.3969	255	3	139.121	48.6254	255	55	109.176	53.883	254	2	75.0716	44.6901	252	3	124.1605	36.2062	237	55	0.1571
CMU-2.svs	1d4334a4-bba6-474c-9f3a-8b5d7e75a5a3	Cell			Annotation (ROI)	Polygon	8516.7	7645.1	15.25	22.2455	0.3873	10.0198	2.2074	0.9824	231.6866	15523	16.918	254	189	65	202.5224	13569	30.2141	251	124	127	218.6269	14648	20.5004	254	166	88	86	37.3721	0.7738	14.8164	8.1053	0.8569	186.7377	37.3171	254	38	140.6888	46.7371	251	23	176.3112	32.1438	254	81	175.9821	32.5267	248	38	125.8929	36.8117	225	23	166.1857	25.4761	226	81	0.1825
CMU-2.svs	371c58fe-8c3d-4e06-9b84-216a6f2f9155	Cell			Annotation (ROI)	Polygon	8616.5	7645.4	22.5	23.6148	0.507	10.3993	2.7036	0.9697	228.5789	21715	24.8222	255	152	103	192.9579	18331	35.3779	254	118	136	208.2737	19786	26.2769	255	144	111	76.5	34.9986	0.7848	14.1173	7.2973	0.8246	167.0289	64.4971	255	15	125.6077	62.4086	254	4	159.5016	47.9399	255	50	139.9583	57.6056	255	15	95.9861	46.7203	247	4	138.0509	38.7108	238	50	0.2915
CMU-2.svs	45536542-0a97-4358-8cf0-54a13ea1298c	Cell			Annotation (ROI)	Polygon	8769.9	7647.4	31.75	27.0537	0.5451	10.9315	4.8946	0.9291	215.8409	28491	22.148	253	147	106	152.2348	20095	33.0318	231	64	167	183.3561	24203	22.3734	237	121	116	116.75	44.0075	0.7576	17.222	10.4986	0.7203	193.8337	33.7841	254	81	127.9446	36.4546	243	43	165.4371	26.1437	240	98	185.2137	33.6707	254	81	118.4303	33.212	243	43	158.4184	24.1101	240	98	0.2656
CMU-2.svs	26227146-549c-4364-84a6-f6c9abe43610	Cell			Annotation (ROI)	Polygon	8785.6	7642.9	9.25	14.2502	0.5724	5.9593	2.6645	0.9253	220.8333	9275	10.4366	245	203	42	129.0476	5420	13.0775	157	106	51	166.0476	6974	9.5124	183	148	35	92	38.1201	0.7956	13.7423	10.291	0.564	195.9305	31.8304	245	57	107.8342	23.733	209	25	149.8262	19.4385	218	78	192.7801	32.2428	243	57	105.1506	23.4354	209	25	147.7741	19.4159	218	78	0.1009
CMU-2.svs	3da5657c-a57a-45b9-b725-2acd7c60a6a9	Cell			Annotation (ROI)	Polygon	8666.3	7643.5	32.75	25.7004	0.6231	10.3296	4.867	0.8981	235.4737	31318	13.5017	255	200	55	214.7143	28557	29.158	254	144	110	224.5188	29861	20.5288	255	171	84	122	44.2819	0.7818	15.3831	12.2868	0.6769	184.2317	41.24	255	66	141.5102	54.9882	254	41	174.6382	37.6692	255	104	165.2479	30.471	255	66	114.39	33.2437	249	41	156.1588	22.8901	236	104	0.2581
CMU-2.svs	adfc35dc-4339-4293-8185-2e55818d5b1d	Cell			Annotation (ROI)	Polygon	8432.1	7645.7	32.25	25.2842	0.6339	10.5114	3.8092	0.9398	229.5149	30755	17.4079	255	188	67	201.4627	26996	29.7035	252	132	120	218.4627	29274	20.2011	253	166	87	172.25	50.1035	0.8622	16.8638	13.6914	0.5245	165.8098	50.2454	255	27	120.8732	53.5479	252	15	160.6499	39.803	253	64	150.5661	43.0356	255	27	101.5893	37.6219	223	15	146.8161	29.5642	231	64	0.187
CMU-2.svs	f7d476a7-d058-471e-a072-cc6e1c96ba50	Cell			Annotation (ROI)	Polygon	8553.3	7649.6	74.25	48.1033	0.4032	18.0294	8.0468	0.9358	233.1569	71346	16.3019	255	91	164	214.1732	65537	26.0097	250	84	166	225.0392	68862	16.5608	248	169	79	284.25	63.914	0.8744	22.3784	16.3729	0.6601	178.1103	56.9056	255	30	140.1401	61.8276	250	16	173.0131	44.9358	248	59	157.9617	53.0188	253	30	113.0419	47.2511	234	16	153.9701	36.1114	236	59	0.2672
CMU-2.svs	0d56e0d9-024f-4c7a-98a8-9a2e48c602a1	Cell			Annotation (ROI)	Polygon	8566.2	7646.6	10.5	14.7872	0.6034	6.1878	2.3391	0.9462	214.8696	9884	19.288	251	165	86	164.1304	7550	21.0477	200	109	91	191.3044	8800	12.7364	214	165	49	60.25	30.4477	0.8167	11.7792	7.6052	0.7634	198.5894	23.3766	253	138	140.561	31.8375	224	81	175.939	21.3019	231	134	194.845	22.6561	253	138	135.14	31.4612	224	81	172.405	21.3273	231	134	0.1784
CMU-2.svs	0dcfc928-2ec0-47a2-aeaa-7814d3871ed0	Cell			Annotation (ROI)	Polygon	8630.9	7646.2	16	19.9924	0.503	8.3796	2.5562	0.9542	219.7101	15160	14.3825	245	188	57	167.4203	11552	24.2393	210	109	101	194.1304	13395	15.216	220	153	67	60.75	33.97	0.6616	14.2021	6.144	0.9097	179.3943	41.1692	245	64	126.1667	40.1838	210	37	164.6585	29.7916	220	100	163.678	37.3341	239	64	110.0847	33.0677	194	37	153.1695	25.9377	208	100	0.2553
CMU-2.svs	8cdecf9c-a480-4d28-b303-e1f48417e48a	Cell		Stroma	Annotation (ROI)	Polygon	8504.3	7645.8	18.75	18.9167	0.6584	7.8317	3.4138	0.9189	227.5432	18431	10.3308	249	205	44	192.1605	15565	16.7671	227	152	75	213.8272	17320	11.8256	238	185	53	76.75	33.3946	0.8648	12.0051	9.3374	0.4482	185.7395	34.3185	249	107	137.2058	41.4427	227	66	174.6785	29.766	242	125	171.0174	26.8561	242	107	117.8522	27.9709	226	66	160.8913	20.4335	242	125	0.2382
CMU-2.svs	99d84fef-0b46-47e5-9565-321775cce028	Cell			Annotation (ROI)	Polygon	8589.8	7646.2	20.5	21.9305	0.5356	8.7066	3.7688	0.9194	235.7303	20980	15.8342	255	181	74	208.9888	18600	27.1542	253	133	120	222.4944	19802	18.584	251	174	77	86.5	41.5736	0.6289	16.0009	8.4361	0.8942	181.5071	57.2718	255	29	139.1652	61.1184	253	17	172.1339	46.1902	251	64	163.0878	54.5056	249	29	115.4466	50.3331	237	17	155.0267	39.8247	234	64	0.2431
CMU-2.svs	eb37b5e2-da8d-40e0-8d29-d6bcfb3dd0ad	Cell			Annotation (ROI)	Polygon	8715.8	7649.7	10.75	14.9819	0.6018	6.5097	2.3374	0.9479	222.8298	10473	25.9819	253	123	130	184.8511	8688	33.201	240	78	162	203.1277	9547	22.5568	245	140	105	107.75	38.5493	0.9112	13.7689	10.6555	0.5837	191.9954	25.0835	253	111	125.318	33.3709	240	56	165.0991	22.9029	245	125	188.2506	22.2603	252	111	118.0879	25.1772	216	56	160.4806	18.1742	226	125	0.0983
CMU-2.svs	5c17aca2-4239-4a55-a184-1f58e57ddb25	Cell			Annotation (ROI)	Polygon	8757.2	7650.2	28	29.3925	0.4073	10.954	5.7175	0.9115	221.3793	25680	18.9813	249	150	99	162.9741	18905	24.4993	210	88	122	192.1379	22288	15.8723	226	153	73	113.25	43.762	0.7431	16.7409	9.8281	0.8406	203.3925	23.0613	252	141	131.7544	31.7653	214	67	168.9386	23.5753	228	117	197.2559	21.0502	252	141	121.1029	26.5215	214	67	161.0235	20.3351	228	117	0.2411
CMU-2.svs	bc0ee32e-8cad-411e-97fb-81d93abf69e5	Cell			Annotation (ROI)	Polygon	8658.8	7650.8	35	24.2513	0.7478	10.1107	4.5879	0.8883	236.8239	33629	16.3474	255	177	78	221.1408	31402	31.0254	255	114	141	228.662	32470	22.5957	254	152	102	128.75	44.3304	0.8233	16.3545	12.0516	0.6528	151.0423	77.2794	255	22	116.1462	78.9999	255	1	151.4962	60.8031	254	55	118.8175	65.6412	255	22	76.7037	50.1958	240	1	122.5079	42.5817	232	55	0.2658
CMU-2.svs	630b8e2a-3c59-40a4-ad16-ad4a1c2d8735	Cell			Annotation (ROI)	Polygon	8420.5	7650.3	15.5	17.9187	0.6066	7.4297	2.9361	0.9392	212.1642	14215	29.0629	251	125	126	176.209	11806	35.9429	251	82	169	196.1492	13142	24.4313	240	123	117	124	43.1179	0.8381	16.5869	11.5974	0.6867	129.774	59.8991	254	18	84.986	51.0474	251	9	127.718	42.3362	248	52	117.0254	52.9115	254	18	70.8707	36.3632	238	9	117.1293	33.7712	248	52	0.1244
CMU-2.svs	21f2e5e5-28e2-4a85-812d-9eb8af05f489	Cell			Annotation (ROI)	Polygon	8443.2	7651.2	30.25	25.3957	0.5894	11.0259	3.9095	0.9434	230.2459	28090	15.9422	255	189	66	202.9836	24764	29.2631	249	143	106	217.5738	26544	20.7547	251	176	75	135	45.6826	0.8129	15.8192	11.3962	0.6555	167.6581	51.6645	255	45	124.6562	54.5998	249	24	162.5276	40.4623	251	79	149.564	43.6617	234	45	102.0118	36.153	202	24	146.6137	29.2559	215	79	0.2214
CMU-2.svs	4c25925b-0747-49be-aec6-7893c1eb23cc	Cell			Annotation (ROI)	Polygon	8463.4	7655.1	48.75	41.376	0.3578	19.0498	4.2432	0.9812	231.8426	45673	20.2253	255	166	89	207.4873	40875	34.3373	255	107	148	221.7157	43678	24.2616	255	145	110	249.75	67.0478	0.6981	26.4396	13.0762	0.8992	177.4441	53.8246	255	19	131.4651	56.5782	255	10	168.005	42.1047	255	65	164.1317	51.0363	253	19	112.8609	43.9929	246	10	154.8609	34.4071	245	65	0.1991
CMU-2.svs	71687f5d-6ee8-458f-b946-2549c196969e	Cell			Annotation (ROI)	Polygon	8621	7654	82.75	58.7246	0.3015	20.5323	9.7643	0.9158	228.3474	75583	22.4267	255	138	117	206.3142	68290	30.0508	254	101	153	219.7221	72728	20.795	255	141	114	186.75	60.437	0.6425	22.8395	14.0016	0.8326	166.502	72.8939	255	9	137.3921	73.8649	254	3	168.1192	57.8475	255	32	118.2217	61.2334	245	9	83.5873	49.0101	224	3	127.8349	43.7852	224	32	0.429
