Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio
CMU-2.svs	1e6f45b5-c961-4efe-84bd-031527221af5	Cell			Annotation (ROI)	Polygon	8572	7754.8	15.5	16.9473	0.6782	7.0637	3.0917	0.9064	183.7576	12128	35.0244	254	96	158	130.9697	8644	32.8188	209	58	151	167.1364	11031	23.9145	221	117	104	56	29.4141	0.8134	10.5173	8.2585	0.5305	99.9604	66.4814	254	8	65.9515	51.3638	209	1	110.9604	46.5086	221	35	65.6087	40.7506	166	8	39.2981	28.8153	123	1	87.9317	31.4259	161	35	0.2713
CMU-2.svs	973ab3e4-fb09-477e-8d75-236f42c9db6b	Cell			Annotation (ROI)	Polygon	8811.6	7754	18.75	18.9489	0.6562	8.2409	3.4084	0.911	229.0617	18554	14.8874	255	195	60	192.037	15555	26.662	248	142	106	209.9877	17009	18.6283	250	178	72	112.25	41.1247	0.834	14.609	10.5639	0.6607	192.8142	32.2384	255	86	142.0089	36.105	248	54	177.1349	24.2657	250	107	184.9003	29.4701	254	86	131.0863	27.7076	201	54	169.9623	18.8371	213	107	0.1718
CMU-2.svs	c4ee93ac-ff12-42bd-8091-7a30125b12f0	Cell			Annotation (ROI)	Polygon	8672.9	7754.1	28	26.2581	0.5103	9.9637	4.3336	0.9373	215.4828	24996	32.0487	255	92	163	172.0259	19955	42.7892	253	43	210	199.6897	23164	25.5194	255	130	125	147.75	49.8577	0.7469	19.4419	11.149	0.8237	186.4604	32.1447	255	88	122.6172	38.817	253	38	162.4519	28.0811	255	101	179.4025	27.9599	251	88	110.6017	26.3062	199	38	153.3962	20.0818	220	101	0.1921
CMU-2.svs	287cd436-7293-4e6a-9956-4d5418693319	Cell			Annotation (ROI)	Polygon	8749.2	7755.3	12.75	17.3435	0.5327	6.6042	3.5891	0.884	231.1636	12714	16.6997	255	160	95	164.7818	9063	41.7974	253	63	190	191.6909	10543	29.9134	252	127	125	38.25	27.4944	0.6358	10.2752	6.3168	0.7964	199.7115	32.7428	255	107	120.1538	45.1447	253	27	158.2244	33.8455	252	93	182.5842	25.8995	236	107	95.8515	22.8834	150	27	140	18.4635	184	93	0.3291
CMU-2.svs	35fbd3db-5993-4db0-a1d1-67db7089918e	Cell			Annotation (ROI)	Polygon	8795.6	7757.2	31.75	21.676	0.8492	7.3784	5.8097	0.4474	209.7846	27272	25.7998	255	152	103	148.6769	19328	31.1137	231	92	139	181.8769	23644	19.3347	231	146	85	101.25	40.0665	0.7926	15.1829	9.4384	0.7884	169.7032	55.8785	255	14	112.3236	44.2267	231	4	153.0316	34.3101	231	53	151.1601	56.3425	242	14	95.5053	38.9962	171	4	139.6868	31.4082	194	53	0.3052
CMU-2.svs	9c5d6ab5-6a79-4230-9816-1bdb809bdf71	Cell			Annotation (ROI)	Polygon	8686.8	7758.3	50	40.8801	0.376	17.1252	4.9029	0.968	225.4314	45988	18.5039	255	168	87	182.9216	37316	32.7461	253	109	144	204.2059	41658	21.4216	253	152	101	226.5	59.7691	0.7968	23.7939	13.3339	0.8292	173.7701	48.516	255	53	116.8878	48.6129	253	27	157.67	35.6037	253	87	158.8213	44.0452	255	53	97.7801	33.3114	212	27	144.2043	26.3347	221	87	0.2188
CMU-2.svs	ae6bb899-35a7-446d-bc9e-337dcdf73979	Cell			Annotation (ROI)	Polygon	8764	7756.7	58.5	46.9378	0.3337	18.6583	6.7805	0.9585	230.9665	55201	12.5041	255	206	49	151.4728	36202	25.4272	228	93	135	182.9582	43727	18.2213	239	148	91	201.25	58.2088	0.7464	21.0678	13.8426	0.7659	210.0765	19.93	255	141	127.0827	29.6569	228	60	164.5235	24.3372	239	94	201.3327	15.4564	244	141	116.8739	24.9904	208	60	156.8074	22.358	218	94	0.2911
CMU-2.svs	135a41e6-2c3f-4ff2-8952-5cee858ead57	Cell			Annotation (ROI)	Polygon	8548.4	7760	30	26.4111	0.5405	11.8359	3.5197	0.9577	226.2562	27377	22.9661	255	149	106	198.5124	24020	37.7481	255	104	151	213.6859	25856	29.2102	254	123	131	143	45.9062	0.8527	16.141	12.0862	0.4921	152.6328	72.7272	255	12	113.3879	68.3977	255	2	149.8035	56.8607	254	32	133.2244	68.8396	239	12	90.9477	55.8732	196	2	132.963	50.0137	222	32	0.2056
CMU-2.svs	ff5e5a25-d94b-4c8c-982b-52dbb38da132	Cell			Annotation (ROI)	Polygon	8783.1	7756.8	26.5	27.367	0.4446	12.1961	3.004	0.9715	226.3	24893	18.7742	255	179	76	189.2	20812	33.7239	254	116	138	210.0546	23106	22.8529	250	156	94	156.5	50.6779	0.7657	20.3364	10.3108	0.868	199.0286	25.4218	255	94	137.1097	33.86	254	56	173.7393	23.6717	250	113	193.2486	22.758	247	94	126.0694	21.2679	200	56	166.0424	15.167	215	113	0.1608
CMU-2.svs	6909ba96-f4d8-4b60-a8ae-f1160bdc010f	Cell			Annotation (ROI)	Polygon	8580.5	7756.5	13.75	16.4066	0.6419	6.5192	3.1406	0.9118	166.5833	9995	28.8886	243	109	134	109.5333	6572	26.6404	183	61	122	154.4167	9265	17.7881	191	117	74	76.25	33.0994	0.8746	11.8704	8.2593	0.6597	91.9773	60.9363	243	3	57.6893	45.5623	211	0	105.9029	41.4702	209	36	74	52.3635	238	3	45.1968	40.0294	211	0	94.2129	36.7961	209	36	0.1802
CMU-2.svs	28992da7-c4ee-47a2-b7aa-aba886b7d904	Cell			Annotation (ROI)	Polygon	8564.5	7760.2	26.5	26.6799	0.4678	10.7466	4.1841	0.938	187.6306	20827	28.4519	245	115	130	134.9189	14976	31.4877	234	60	174	169.8108	18849	23.3645	246	110	136	120.25	43.0101	0.8169	15.8117	10.9224	0.6716	108.9175	60.8749	245	17	70.3979	47.5182	234	3	116.4866	41.5014	246	35	85.5562	46.6777	203	17	51.2487	32.1095	153	3	100.6604	31.2509	179	35	0.2187
CMU-2.svs	f1c90824-ac62-4f6f-bcd0-df1149725e5e	Cell			Annotation (ROI)	Polygon	8803.3	7759.6	17.75	16.3649	0.8329	5.6783	4.4158	0.7159	214.1733	16063	27.5173	254	145	109	164.08	12306	35.9575	234	83	151	192.4	14430	19.9628	232	149	83	65.5	35.7113	0.6454	12.1334	9.9123	0.2871	182.3623	45.4786	254	53	126.8302	42.3816	234	36	165.4642	28.523	232	92	169.8053	45.0835	252	53	112.1263	35.1396	189	36	154.8316	24.0584	209	92	0.2659
CMU-2.svs	d674d980-8da0-41f1-8170-797de8df95f1	Cell			Annotation (ROI)	Polygon	8745.3	7759.8	12	19.6777	0.3894	7.5484	3.7539	0.9069	223.3036	12505	15.5773	255	191	64	155.6964	8719	25.9608	229	118	111	185.2679	10375	18.0066	230	154	76	54.25	34.6854	0.5667	12.5342	8.3824	0.823	203.7523	20.0445	255	163	124.8784	28.8467	229	56	164.6171	22.0052	230	110	197.1566	16.8451	239	163	114.4819	21.4201	161	56	157.6506	18.6261	197	110	0.2278
CMU-2.svs	30a41237-2ce3-4974-9b4c-f73b777269d2	Cell			Annotation (ROI)	Polygon	8591.5	7761.4	19.25	19.7277	0.6216	7.5577	3.7227	0.9135	179.3976	14890	30.5654	252	110	142	127.9036	10616	34.5206	232	60	172	165.0241	13697	21.8783	232	120	112	86	35.3681	0.8639	12.1917	9.6189	0.4835	101.8092	61.1341	252	6	67.4017	48.4811	232	3	113.5462	40.7434	232	43	77.3232	46.0437	222	6	48.308	34.5901	174	3	97.3004	30.5234	199	43	0.2324
CMU-2.svs	8767e701-c712-4f92-9497-4e0e8fd84395	Cell			Annotation (ROI)	Polygon	8722.9	7760.4	13.75	15.5819	0.7117	5.879	3.3109	0.8601	228.3051	13470	21.8997	255	162	93	157.983	9321	37.207	224	97	127	187.4068	11057	26.8778	233	141	92	39	23.6904	0.8732	8.3554	5.9473	0.7022	199.9686	33.5607	255	119	118.2201	46.5205	245	38	155.1509	38.314	235	82	183.25	27.4904	254	119	94.76	33.833	245	38	136.12	30.5562	235	82	0.353
CMU-2.svs	0b81ff6a-fe8c-475d-8d5e-11f5650c9439	Cell			Annotation (ROI)	Polygon	8455.5	7760.8	17.25	17.2071	0.7321	6.2583	3.866	0.7804	218.6447	16617	16.8077	252	174	78	112.6316	8560	15.8239	147	80	67	151.9868	11551	12.0571	184	125	59	130	42.6881	0.8965	15.7661	11.1307	0.7172	198.2222	25.1521	254	127	96.0019	23.3262	194	43	137.8084	17.7777	190	89	194.7422	24.692	254	127	93.1682	23.2284	194	43	135.3924	17.474	190	89	0.1394
CMU-2.svs	88a759e9-ca47-49a1-a151-3da6b32c8e8d	Cell			Annotation (ROI)	Polygon	8446.3	7762	15.5	18.3599	0.5778	7.6616	3.1765	0.9204	225.4429	15781	13.5717	254	195	59	137.7143	9640	25.0802	214	104	110	174.2857	12200	19.4334	235	139	96	75.5	34.6233	0.7914	13.6523	7.6462	0.8106	204.3803	26.0704	254	134	114.9443	33.373	219	34	155.8426	27.521	235	91	198.1064	25.6209	254	134	108.1617	32.56	219	34	150.3489	27.2131	227	91	0.212
CMU-2.svs	17a125cd-7175-460b-9935-64629aafcf83	Cell			Annotation (ROI)	Polygon	8507.7	7765.5	43.5	32.4176	0.5202	12.753	5.7736	0.9096	225.1397	40300	20.3618	254	172	82	195.8268	35053	37.6215	254	85	169	212.8548	38101	25.324	254	124	130	203.5	56.4695	0.8019	20.7006	15.2973	0.617	175.6467	53.8243	255	6	127.698	58.1388	254	0	163.967	44.5585	254	24	161.7825	52.1	255	6	108.6135	47.6082	247	0	150.2723	38.7969	247	24	0.2139
CMU-2.svs	f4bc8d2a-5fef-4e87-aba0-bf23af0ecda5	Cell			Annotation (ROI)	Polygon	8716.8	7764.5	33.5	35.3135	0.3376	11.8442	6.8089	0.8747	221.3723	30328	27.756	255	140	115	149.7007	20509	40.827	251	70	181	181	24797	30.6604	251	122	129	98.75	42.9137	0.6738	16.0113	9.5592	0.8079	198.6908	31.9986	255	74	118.0623	39.1768	251	28	156.1771	32.429	251	57	186.9205	27.4198	255	74	101.6439	26.0838	212	28	143.2955	25.016	230	57	0.3254
CMU-2.svs	516ef52d-5af0-424c-96bf-eb902f03522c	Cell			Annotation (ROI)	Polygon	8574	7763.1	19.25	20.9844	0.5493	7.9396	4.0917	0.9183	185.0247	14987	45.6706	255	70	185	153.8148	12459	51.7996	252	34	218	184.4938	14944	34.5221	252	92	160	55.75	29.2015	0.8216	11.2237	6.9238	0.8016	108.614	71.0424	255	11	81.0088	67.2142	252	1	124.1667	55.975	252	38	66.5102	40.9889	192	11	40.8912	31.5067	132	1	90.9252	32.9666	171	38	0.3478
CMU-2.svs	bfb3053e-53eb-4b4c-93e7-472b623931e1	Cell			Annotation (ROI)	Polygon	8490.1	7765.1	24.25	23.9262	0.5323	10.7595	3.0031	0.9617	240.451	24526	14.7364	255	195	60	203.1471	20721	38.0951	255	110	145	216.2549	22058	27.6437	255	144	111	128	46.8602	0.7325	19.1879	10.0865	0.8456	186.2843	36.2729	255	91	101.4101	58.1444	255	39	138.3868	46.5765	255	75	172.9711	26.1985	251	91	76.4048	26.1302	189	39	119.2482	25.6196	208	75	0.1906
CMU-2.svs	34b3827c-3f13-4856-8990-f56fc8eefa3b	Cell			Annotation (ROI)	Polygon	8772.3	7762.9	12.5	19.8661	0.398	7.5496	3.1419	0.9288	228.5192	11883	16.6974	255	189	66	168.6538	8770	36.2182	237	97	140	196.4038	10213	26.274	252	147	105	59.75	37.9999	0.52	13.2724	7.588	0.8721	200.9793	28.4836	255	123	128.7438	37.6035	237	52	166.6281	28.7949	252	101	193.4421	26.3347	255	123	117.8211	29.8485	201	52	158.4789	23.6707	220	101	0.2044
CMU-2.svs	356677dc-da27-4767-878a-53f1f6010b09	Cell			Annotation (ROI)	Polygon	8439.5	7766	20.25	23.2584	0.4704	9.5733	3.3745	0.9591	228.1035	19845	17.26	255	188	67	187.2759	16293	30.7986	255	131	124	208.2874	18121	20.7341	252	171	81	78.75	35.3907	0.7901	13.0648	9.0411	0.5894	176.7094	53.2545	255	26	127.1438	52.7823	255	10	165.1969	39.1975	252	73	157.5193	49.2826	248	26	104.691	40.2099	195	10	149.1073	31.5748	223	73	0.2587
CMU-2.svs	cda639a7-6185-43ea-9ee9-ccf5fd8df9f8	Cell			Annotation (ROI)	Polygon	8469	7763	30	28.8749	0.4522	12.3312	4.0157	0.9719	223.6457	28403	20.0157	255	168	87	162.8976	20688	33.288	247	92	155	191.8661	24367	24.3869	247	130	117	154.5	51.1458	0.7422	19.154	10.6597	0.8456	163.7939	59.0718	255	41	105.3076	50.4906	247	17	147.8502	39.9404	247	70	148.4069	55.9102	250	41	90.502	42.9974	216	17	136.5344	35.0255	217	70	0.2004
CMU-2.svs	11241000-8272-46b8-8631-8a037d5043d8	Cell			Annotation (ROI)	Polygon	8583.7	7767	31	23.1891	0.7244	7.756	6.2826	0.5161	169.3684	22526	24.9115	222	102	120	115.406	15349	21.5618	169	73	96	157.1805	20905	15.4178	188	121	67	88.5	39.3905	0.7168	14.2014	9.7234	0.7617	109.8296	63.1579	229	8	71.257	46.0923	169	1	116.1844	43.3733	188	28	74.6356	51.4075	229	8	45.16	35.645	151	1	91.9511	35.6423	175	28	0.3541
CMU-2.svs	a537ea16-7054-49e1-89f5-f7a5905b696d	Cell			Annotation (ROI)	Polygon	8729.9	7766.3	21.5	23.0701	0.5076	8.2568	5.301	0.8276	239.4787	22511	11.1661	255	209	46	176.1702	16560	43.1673	252	94	158	199.7021	18772	31.9471	252	128	124	71.25	33.3713	0.804	12.9262	7.1701	0.8235	208.1007	29.7517	255	125	127.1215	51.5568	252	44	162.5521	40.6569	252	87	192.8969	23.3305	247	125	103.3557	36.2677	223	44	144.5515	31.1189	237	87	0.3085
CMU-2.svs	962186ab-599d-4d68-b9f5-07920b1029d4	Cell			Annotation (ROI)	Polygon	8755.3	7765.3	13.25	14.712	0.7693	5.9468	3.3343	0.7676	230.2807	13126	15.1053	252	200	52	178.1404	10154	27.0452	235	128	107	204.7193	11669	17.971	236	162	74	71	33.0555	0.8165	11.3867	8.4984	0.6778	185.9759	44.914	252	46	119.8414	42.4571	235	21	158.8138	32.7673	236	95	175.1373	43.0995	249	46	105.5794	32.0875	188	21	147.5837	24.8019	205	95	0.1974
CMU-2.svs	0983981d-3fdd-46d3-86e8-fbe56570f28b	Cell			Annotation (ROI)	Polygon	8822.1	7764	24.5	23.7512	0.5458	8.3945	4.9372	0.8494	223.8218	22606	8.6016	246	195	51	148.7327	15022	18.8382	200	115	85	182.0495	18387	13.6142	213	155	58	93	38.8521	0.7742	13.3346	9.5	0.6213	203.9383	20.2954	246	146	126.9517	23.4755	200	64	165.0188	17.7548	213	114	196.5551	18.3318	236	146	118.864	19.5724	179	64	158.6949	14.6999	205	114	0.2607
CMU-2.svs	69020dc1-dc59-43f7-998e-765b08b26053	Cell			Annotation (ROI)	Polygon	8745.3	7767.7	14.5	18.0995	0.5562	6.5041	3.4624	0.8688	219.8889	13853	23.4239	252	161	91	160.873	10135	30.0073	212	104	108	189.8571	11961	23.6274	236	144	92	113.5	39.7972	0.9005	13.4824	11.419	0.4223	202.1934	22.7805	252	134	125.0132	32.4634	214	60	163.4352	25.8563	236	107	199.3495	21.3776	252	134	119.25	28.9897	214	60	159.1888	23.6047	218	107	0.127
CMU-2.svs	b36f0e31-d74a-42af-a66f-54cfb19a7a9e	Cell			Annotation (ROI)	Polygon	8463.7	7767.8	12.75	19.7386	0.4112	7.9983	3.0533	0.9671	222.3729	13120	22.7064	250	145	105	122.7797	7244	18.2105	173	90	83	160.5593	9473	16.6291	195	119	76	52.75	34.3769	0.5609	13.2233	7.2877	0.8889	201.7373	27.3167	250	116	100.8664	22.9191	173	37	143.1336	20.4232	195	77	194.0316	24.8269	248	116	92.6835	18.7705	142	37	136.6266	17.7475	175	77	0.2551
CMU-2.svs	945fb57a-a40d-4c1a-9711-b94b64a08f08	Cell			Annotation (ROI)	Polygon	8606.2	7768	27.25	23.9807	0.5955	8.8607	4.5714	0.8455	231.5946	25707	18.5013	255	149	106	197.6306	21937	42.24	255	72	183	212.018	23534	31.9773	255	107	148	205.5	53.1119	0.9155	18.7168	14.6416	0.6515	160.4879	68.5353	255	3	100.1707	63.0621	255	0	137.9213	53.8707	255	28	149.4489	66.8319	254	3	85.0406	51.1302	213	0	126.4182	47.0068	232	28	0.1284
CMU-2.svs	cc3c98d1-0d36-4686-b7ee-38845beaec8b	Cell			Annotation (ROI)	Polygon	8779.8	7766.1	20.5	21.1488	0.576	7.9955	4.3617	0.8757	233.8851	20348	11.8375	255	203	52	188.7701	16423	26.6509	231	129	102	210.2414	18291	17.3841	243	169	74	94.75	36.9565	0.8718	13.7589	9.8174	0.6865	202.8303	24.727	255	109	136.9112	35.3611	231	68	173.6136	25.5965	243	118	193.7027	19.5673	246	109	121.6689	19.6434	198	68	162.848	15.7592	220	118	0.2082
CMU-2.svs	c8010220-3749-4b4a-b7b2-e8478119ca2c	Cell			Annotation (ROI)	Polygon	8813.9	7763.9	10.75	13.3457	0.7585	5.2656	2.8174	0.85	222.3878	10897	26.1174	254	171	83	166.9184	8179	35.4899	235	113	122	192.7755	9446	18.7108	232	152	80	53	27.4749	0.8823	9.654	6.9715	0.6948	175.9488	40.8734	254	99	120.414	38.7578	235	61	161.0884	27.1475	232	114	162.241	33.7469	239	99	106.6867	27.3868	182	61	151.7349	21.6289	203	114	0.201
CMU-2.svs	8ee3196d-d16c-4760-800b-771e71d5a5d9	Cell			Annotation (ROI)	Polygon	8700.8	7767.5	16.25	15.8855	0.8092	6.147	3.9725	0.7584	219.9565	15177	14.0361	247	185	62	160.8261	11097	21.392	215	119	96	190.3478	13134	16.8452	225	162	63	156.5	46.1795	0.9222	16.16	13.2617	0.5185	198.7873	22.5134	254	87	129.5048	25.7059	215	55	167.1857	19.5075	225	110	196.1836	21.9858	254	87	125.6524	23.4712	202	55	164.3369	17.8533	217	110	0.1061
CMU-2.svs	15de776f-b7a2-4723-a244-781391a872a4	Cell			Annotation (ROI)	Polygon	8761.1	7767.6	10	12.8365	0.7626	4.89	2.8202	0.7909	235.1395	10111	17.9504	254	167	87	188.2791	8096	27.2347	221	106	115	211.2326	9083	18.3431	240	156	84	39.75	28.6226	0.6097	11.9443	5.002	0.9209	210.5939	31.2357	255	113	138.6727	39.5595	221	53	174.2909	30.3068	240	97	201.9426	30.3477	255	113	121.1885	26.0943	184	53	161.2705	21.7305	205	97	0.2543
CMU-2.svs	a14162af-4ca5-490d-8800-01776153ebfd	Cell			Annotation (ROI)	Polygon	8804	7766.9	11.5	13.0428	0.8495	5.0522	2.7877	0.8258	214.7347	10522	6.1873	229	202	27	113.3265	5553	7.9356	127	92	35	152.4286	7469	8.7082	165	133	32	67.75	32.9823	0.7826	13.0626	6.577	0.8479	193.967	34.0155	251	91	106.5201	20.5233	196	68	147.9011	15.9547	203	113	189.4241	35.8825	251	91	105.0312	22.0861	196	68	146.9107	16.9904	203	113	0.1624
CMU-2.svs	868dea31-91a1-4ed0-8b83-aba9f9c0e275	Cell			Annotation (ROI)	Polygon	8551.7	7772.7	22.5	22.3151	0.5678	9.7873	3.3274	0.9438	220.4421	20942	25.1826	255	150	105	192.1789	18257	39.2678	250	97	153	210.6	20007	27.4441	244	131	113	169.25	49.8116	0.8572	17.4336	12.9435	0.5582	141.4273	65.6374	255	12	99.5081	62.2885	250	6	141.1733	49.5845	247	46	128.6178	61.0555	255	12	84.4846	51.395	249	6	129.9181	42.746	247	46	0.1327
CMU-2.svs	683d450b-11b3-422d-a972-d3f07490c6a4	Cell			Annotation (ROI)	Polygon	8808	7771.1	15	20.504	0.4484	8.2528	3.735	0.9364	226.3281	14485	15.7198	254	189	65	137.4844	8799	19.9809	183	93	90	170.8281	10933	13.0768	209	146	63	49.25	31.861	0.6097	11.4943	7.3608	0.8208	202.29	23.224	254	147	106.77	27.5633	183	57	147.57	22.2978	209	90	190.9779	16.6397	246	147	92.3162	16.6104	182	57	136.625	16.6123	208	90	0.3249
CMU-2.svs	53cfe2bb-76b9-41fd-905f-10b55d0f744e	Cell			Annotation (ROI)	Polygon	8570.7	7771.4	19	21.9473	0.4957	8.3394	4.2437	0.8977	190.2857	15984	31.0823	249	120	129	144.6786	12153	30.654	204	63	141	176.6905	14842	21.5686	214	118	96	64.75	34.4336	0.6863	14.4185	6.5593	0.9014	118.616	67.6327	249	2	82.1673	56.0448	204	1	125.7376	47.7793	214	35	84.9832	52.1611	227	2	52.8324	38.4149	166	1	101.8268	36.6488	199	35	0.314
CMU-2.svs	0081c6f2-0357-4542-a1b4-15633076958c	Cell			Annotation (ROI)	Polygon	8578.6	7771.5	10	12.2427	0.8384	4.2362	3.5199	0.4191	161.2667	7257	31.3495	217	100	117	108.1556	4867	25.0399	163	63	100	151.7778	6830	18.0905	185	119	66	55.25	28.8669	0.8332	10.7579	6.2825	0.8006	96.7162	57.6028	242	13	62.3108	42.5873	170	3	109.2568	39.8369	206	42	80.3051	50.8384	242	13	50.6554	38.035	170	3	98.4463	36.4844	206	42	0.1697
CMU-2.svs	298dc971-dbbd-48b9-89e8-703b3aa98079	Cell			Annotation (ROI)	Polygon	8713	7772.1	26	24.7116	0.535	10.1907	4.2979	0.9388	219.0748	23441	12.5018	246	189	57	139.5047	14927	14.5059	171	110	61	174.271	18647	10.7023	195	145	50	122.75	42.6943	0.8462	16.0983	11.276	0.6656	202.9109	18.0753	250	145	119.2611	20.4857	171	76	158.9453	16.4337	195	114	198.4419	16.7903	250	145	113.6641	18.2538	162	76	154.708	15.1779	195	114	0.2107
CMU-2.svs	87f779b2-7ef1-4cb9-849d-f6c8053eab05	Cell			Annotation (ROI)	Polygon	8594.3	7772.8	18.25	18	0.7078	7.1411	3.9895	0.7767	164.7051	12847	38.2867	254	72	182	110.4359	8614	33.3823	228	36	192	152.5385	11898	24.5503	215	107	108	143	44.7931	0.8956	14.7689	12.9381	0.2936	87.7843	56.98	254	4	55.2243	40.576	228	0	100.2487	38.3466	215	26	75.7123	49.5301	230	4	46.5594	34.318	160	0	92.0423	33.3268	187	26	0.132
CMU-2.svs	faa3a6e0-af53-4261-925a-ca56ef90b8f5	Cell			Annotation (ROI)	Polygon	8488	7773.7	36	27.8426	0.5836	10.2027	5.7173	0.8716	226.0743	33459	15.6701	255	164	91	155.054	22948	32.554	238	98	140	186.1757	27554	25.0389	238	136	102	130.75	49.7757	0.6632	19.4938	8.5725	0.9191	199.5836	32.631	255	63	114.576	36.4066	238	30	155.0228	28.5063	238	87	189.2116	31.6811	243	63	98.7275	23.1838	164	30	142.8254	18.8943	195	87	0.2702
CMU-2.svs	54ed1213-bd6c-48c8-8f17-626ac71b4651	Cell			Annotation (ROI)	Polygon	8626.7	7771.7	13.25	14.2288	0.8224	5.657	3.3768	0.8107	217.3509	12389	17.5494	253	179	74	171.2632	9762	25.7089	227	131	96	196.6842	11211	17.3402	225	161	64	165.75	46.4503	0.9654	15.983	13.3996	0.5583	179.2647	45.5945	255	9	125.4962	41.3932	227	4	163.8962	31.529	228	62	175.6941	45.7894	255	9	121.2056	39.9773	218	4	160.8224	30.8102	228	62	0.0812
CMU-2.svs	f12e657c-d032-4327-ab8c-dd8b32be829c	Cell			Annotation (ROI)	Polygon	8767	7770.8	16.25	17.5938	0.6597	6.8389	3.3442	0.9062	235.2899	16235	11.502	253	210	43	176.1594	12155	21.0975	211	126	85	198.1449	13672	17.8146	223	156	67	62.5	31.2487	0.8043	12.894	6.9557	0.8145	204.1468	30.0419	254	132	136.7818	38.3391	218	61	172.2262	28.201	226	108	192.4044	26.2469	254	132	121.9344	32.4241	218	61	162.4536	25.0504	226	108	0.2611
CMU-2.svs	15d5506f-6ea3-498e-bee9-be55e13f7eb2	Cell			Annotation (ROI)	Polygon	8445.2	7771.5	10.75	13.3909	0.7534	5.4334	3.0619	0.846	231.04	11552	14.4236	254	197	57	200.94	10047	28.7334	251	137	114	215.52	10776	18.4139	250	170	80	58.75	33.874	0.6434	14.0367	5.774	0.9221	166.7468	55.5998	254	41	119.1266	55.7913	251	14	158.3671	39.6705	250	86	149.5562	49.5907	234	41	97.2513	38.0986	186	14	143.0856	28.1889	204	86	0.1885
CMU-2.svs	c8a285b5-6ce9-45b8-8ec7-94f34946ad02	Cell			Annotation (ROI)	Polygon	8564.4	7774.3	16.5	20.8678	0.4761	8.6501	2.7769	0.9616	179.7222	12940	27.63	248	113	135	123.3333	8880	31.2018	201	61	140	164.6111	11852	21.9991	213	126	87	141.75	50.3142	0.7036	19.1041	10.0888	0.8762	103.3779	58.8586	248	6	64.9824	43.6142	201	1	112.4499	39.9074	213	44	92.3179	53.7523	229	6	56.5292	38.3811	170	1	104.8934	36.088	186	44	0.1139
CMU-2.svs	daed503a-3a6f-438d-b98e-d20dcf4fe8d8	Cell			Annotation (ROI)	Polygon	8787.4	7771.2	11	15.2543	0.594	6.6771	2.5759	0.9333	231.9184	11364	18.6981	255	185	70	191.9592	9406	38.4913	253	112	141	209.6327	10272	28.74	254	150	104	63.25	29.1649	0.9344	9.982	8.4853	0.2881	182.5097	47.2107	255	55	126.3307	51.1665	253	37	162.9416	38.4467	254	92	170.8702	44.2875	254	55	110.8702	40.4282	252	37	151.9423	31.6053	250	92	0.1763
CMU-2.svs	4fea3c7c-8a1a-4a80-b29f-6e3540509ed0	Cell			Annotation (ROI)	Polygon	8461.2	7774.7	19.75	18.457	0.7285	7.6899	3.4569	0.8859	219.4881	18437	22.067	254	148	106	112.9524	9488	16.2865	148	73	75	152.619	12820	13.0854	180	119	61	98.5	38.6277	0.8296	13.8741	10.0958	0.6684	184.2796	28.7788	254	122	81.4055	24.99	157	36	124.2922	23.6754	187	85	174.8307	22.3235	232	122	72.9393	19.5505	157	36	116.6901	19.7958	187	85	0.193
CMU-2.svs	dff2a891-0e73-494b-b3ba-72176436cf00	Cell			Annotation (ROI)	Polygon	8728.3	7772.8	17.25	21.9911	0.4482	8.6844	3.8276	0.9364	242.4933	18187	12.9587	255	202	53	210.5867	15794	37.5514	253	116	137	221.9467	16646	26.1058	255	159	96	70	35.0319	0.7168	13.742	7.4407	0.8435	201.6807	33.5858	255	125	134.3439	56.8915	253	45	168.3333	42.1838	255	82	187.1048	25.7319	249	125	107.1143	32.678	192	45	149.1857	27.8724	209	82	0.2477
