umap_x	umap_y	Centroid X µm	Centroid Y µm	Combined_Cluster
-19032.09171236906	-1192.6470789067637	8447.9	7689.7	Immune
-21274.28598399175	103.09393800256066	8422.7	7689.8	Stroma
-22744.48261387988	-730.466657661081	8434.0	7690.5	Immune
-13635.194500645255	943.6021278137232	8706.4	7689.8	Stroma
-1817.256621934408	-1260.3819271056138	8534.2	7691.9	Stroma
-11424.001853774826	-2098.13045360865	8823.2	7690.6	Stroma
8783.735514433574	1330.9259372021215	8721.7	7695.4	Stroma
-11113.959955725266	-687.3963475337782	8735.6	7691.0	Stroma
-15248.425217090135	-1190.323267057627	8789.8	7690.9	Stroma
-7054.13737273986	-479.1746806799322	8403.8	7694.0	Stroma
-7969.494727551584	-1513.9860778486877	8592.7	7695.8	Stroma
-23187.791310090775	208.20642353204403	8662.9	7694.0	Immune
-3629.9932836612497	-303.102248951702	8699.7	7695.6	Stroma
10020.746609052963	-2553.2380438699975	8510.5	7694.2	Stroma
61105.459899895286	-1811.4577878618634	8544.3	7701.8	Immune
-2122.391587875958	374.96512548512874	8783.6	7699.3	Stroma
1911.2218051965465	-186.14452034610667	8395.9	7699.6	Stroma
14321.323041566116	1184.1102071146047	8415.7	7697.2	Stroma
-20678.127560398658	-600.0099231603358	8729.7	7695.1	Stroma
-2425.7410078350294	1243.268696559343	8683.1	7696.1	Stroma
6351.38043408536	-1820.785948845495	8430.6	7697.6	Stroma
-23153.785759363265	-1702.9941789110992	8669.6	7695.8	Stroma
8614.103115641636	-814.2509749057936	8459.0	7698.6	Stroma
-21950.6505601205	-1040.2359327689492	8675.2	7696.2	Stroma
3213.7226145962923	-868.4775239441014	8795.9	7699.2	Stroma
66008.84748429521	-2437.101555618773	8810.2	7697.3	Stroma
-6282.698634042914	-1922.7803685657575	8601.1	7698.2	Stroma
-8988.958323953684	-1265.1889639381507	8694.6	7700.2	Stroma
-13177.263950703178	1496.344820579317	8710.1	7698.8	Stroma
-20974.508034993112	-922.8524464245615	8741.2	7699.0	Stroma
5319.314495917926	1124.5665803295751	8443.9	7700.3	Stroma
-1844.0710738510897	191.56255667140567	8666.5	7701.2	Stroma
-10133.281559461037	-1640.0343738524814	8424.2	7703.1	Immune
-18253.81884834019	406.14920432430563	8409.6	7703.2	Stroma
130641.69950424031	-4418.907181486698	8635.6	7702.9	Immune
-21748.27455076989	226.4490724395223	8688.5	7702.5	Immune
-23127.41407540382	-20.058965873813577	8726.5	7703.3	Stroma
-18060.05705191695	-551.102313377982	8821.8	7702.3	Stroma
-10458.37260970359	-952.6899396059957	8677.2	7705.1	Stroma
-18909.89780803171	-1357.678754351125	8506.8	7703.8	Stroma
-2094.74352888851	-843.3843226269246	8734.1	7703.7	Stroma
-12733.818178892729	-703.815351727761	8434.1	7703.8	Stroma
2457.900035431281	75.02932937408332	8479.9	7704.7	Stroma
-23925.748186076635	-1619.2995840460658	8498.4	7706.1	Immune
-16313.753664498996	-1266.5466360784706	8700.4	7706.2	Stroma
1262.2357636034794	-1515.811507315651	8601.9	7705.7	Stroma
-15208.331868870733	1843.120921964371	8750.3	7703.6	Stroma
-18571.653378756495	-89.02865137892286	8554.6	7706.2	Immune
-15273.002018624102	631.0617459058399	8665.8	7708.5	Stroma
-12346.86913406929	49.44528369431191	8766.3	7706.1	Stroma
21294.322604594483	-1442.9422714835387	8454.9	7708.8	Stroma
-23121.012334782892	-1617.3713221077005	8512.6	7706.8	Stroma
-16220.052609755196	-1513.4694937135641	8517.6	7707.7	Stroma
-25488.16801485385	-621.0225093918484	8690.7	7708.1	Stroma
-22956.69940205745	1104.9981473954704	8708.0	7710.1	Immune
39167.48391013418	4531.760460522444	8408.4	7713.7	Stroma
-17399.693237758715	-1989.5848840682404	8428.3	7709.7	Stroma
40483.23248067076	-115.90927807362254	8441.4	7710.6	Stroma
41452.10891241139	1102.8518597029206	8814.8	7712.2	Stroma
-23029.406633808514	103.80263257433762	8715.5	7708.8	Stroma
-15939.616834988865	-810.554579156887	8728.4	7711.2	Stroma
4321.090107114353	-499.5223777503877	8739.5	7711.3	Stroma
-13557.347525824593	-273.29439765868415	8752.5	7710.4	Stroma
13508.54528481602	-1244.778163817236	8519.9	7718.3	Stroma
20550.92412168662	747.9079596188922	8396.4	7715.2	Stroma
-19852.418850762224	-1408.7896950091995	8559.9	7711.3	Immune
66237.23792397146	1169.0502507737447	8606.8	7721.1	Immune
-24577.315650187353	-949.744705939605	8683.2	7711.2	Stroma
-15611.542818699465	-2195.3181994559795	8629.4	7712.4	Stroma
-22492.25550147321	21.93788735132148	8476.4	7711.6	Immune
33394.096676764544	-453.8507683892476	8658.1	7720.8	Stroma
-23174.994546048478	-361.51457144937945	8699.1	7712.9	Stroma
5134.268617137961	2373.614717782116	8469.2	7715.0	Immune
-18948.773413340463	-674.8838504248477	8690.1	7715.6	Stroma
-23025.288379908572	368.3900635063533	8720.5	7714.3	Immune
-21420.670649892596	-798.1813628020568	8750.5	7715.8	Stroma
-2267.3563633556405	-1278.6361613380082	8435.5	7718.3	Stroma
2555.3946697810243	445.96193689517804	8486.9	7717.7	Stroma
-11227.1173600037	-1768.9403072035325	8676.7	7716.8	Stroma
-24391.91136847613	-1671.1256524944042	8563.5	7715.4	Immune
-14836.536425927436	-1355.8086376324184	8572.4	7718.0	Immune
184863.63397607923	-419.42143445435136	8597.6	7735.4	Immune
106484.04898832801	-1119.2309848040554	8545.8	7733.4	Immune
15926.63775595578	-2010.676744123565	8636.7	7718.3	Stroma
-15543.050503323448	-1044.7745083507984	8460.5	7718.5	Stroma
-11525.84419127996	1907.529670963178	8705.0	7718.1	Stroma
16151.525233360851	-1254.2845948659517	8446.3	7719.8	Stroma
-16279.394164144083	574.8333820283829	8478.8	7720.1	Stroma
-22812.730006136015	592.0420942428173	8427.1	7719.1	Immune
-15144.947257265336	3687.053527534331	8421.0	7720.2	Immune
-17276.597962882606	-1168.880537330726	8618.9	7718.1	Stroma
-23074.275497224422	379.8666450968003	8796.2	7718.0	Stroma
-23287.506864523202	-1301.9661210098227	8556.0	7720.5	Immune
-20793.62439900059	-1215.7267766741752	8737.4	7719.4	Stroma
32990.33199098347	4717.128835672212	8699.9	7724.1	Stroma
-21418.401433065323	-148.33722014856994	8726.2	7718.8	Stroma
-26383.041971115104	-713.8298279202747	8567.1	7722.1	Immune
-12542.386567927293	512.0767963840622	8581.9	7723.8	Immune
-20636.554807557248	406.1454220732494	8749.2	7720.9	Stroma
-21298.77205687349	-143.86965536727212	8405.7	7721.6	Stroma
19322.4010718641	-1549.7559281834842	8452.0	7726.2	Stroma
-13617.278408881753	2088.016384182147	8712.8	7724.0	Stroma
-17395.210923375253	-1287.3038491696984	8730.5	7724.0	Stroma
-1592.9099805020232	1695.0053485341032	8721.8	7725.6	Stroma
-15391.642323719967	-814.7847628623729	8559.9	7727.6	Immune
-11785.894435137136	-1549.6584348754718	8735.2	7728.9	Stroma
-19190.177737405873	-516.6584732734502	8395.8	7726.8	Stroma
5494.254061543805	-2584.010364030815	8492.6	7727.3	Stroma
-18348.717619176885	570.0350870981015	8411.2	7728.1	Stroma
-22850.46123687842	-688.1916334255877	8618.1	7725.9	Stroma
-27092.70741641205	-730.0744844602978	8588.1	7730.2	Immune
-17985.53442789059	-913.760555730662	8681.0	7728.2	Stroma
20398.359686698474	29.397886905448104	8759.0	7729.4	Stroma
-19426.010007095392	-1148.7795461238466	8419.3	7728.2	Stroma
-19765.086148457605	-846.0097126903943	8460.2	7727.8	Immune
18671.060305688814	3352.230419313999	8743.3	7728.7	Stroma
-6312.735845350628	2670.8725069429083	8796.2	7727.4	Stroma
-25856.029382927183	-741.9941219157602	8404.9	7730.6	Stroma
-8654.535182026451	-533.1839783267758	8688.0	7728.8	Stroma
-23228.201548209116	23.910216662164657	8695.3	7729.8	Stroma
-2384.7975700194947	-1508.9762068509033	8506.6	7728.4	Stroma
4986.693760234863	-911.3415957736597	8671.8	7728.6	Stroma
-17112.390248618853	-61.08164418207025	8774.1	7727.1	Immune
68896.4358497766	1806.264859814803	8629.8	7738.0	Stroma
9812.967745359208	-89.22422571609991	8632.9	7730.0	Stroma
-17048.84588594286	-1204.3663870528903	8814.0	7728.7	Stroma
6283.723192110745	285.5391944918688	8822.2	7731.3	Stroma
-22147.98191177333	360.36047802370103	8444.1	7732.3	Stroma
-11513.519857771225	69.88814743644298	8564.5	7733.8	Immune
-986.1630228756185	648.1309790251912	8427.3	7733.7	Stroma
8423.13784546082	-904.124971805564	8645.8	7732.6	Stroma
-24806.361693735736	334.9880328681761	8722.5	7732.3	Stroma
96372.31938915876	-2014.8905174497852	8810.6	7737.2	Immune
-18396.60551994086	-732.4329946723963	8483.0	7733.3	Stroma
-12193.017329355323	-1510.3705950215995	8751.6	7734.9	Stroma
16802.061228397048	504.6156130210247	8783.3	7733.3	Stroma
2424.162910760817	2636.3611949657916	8655.1	7736.7	Stroma
23460.081748265016	2508.523799750492	8462.9	7740.8	Stroma
-9548.124726609964	-2229.1575879890624	8512.1	7736.0	Stroma
-18893.008079794996	-152.74064740428094	8572.0	7733.0	Immune
-20652.506754804625	-371.57187783737663	8704.1	7737.0	Immune
-19270.45599029257	609.587917139248	8727.9	7737.0	Stroma
-3717.0197555202467	-636.1986567296976	8668.1	7738.0	Stroma
23842.836062529313	400.74173672796405	8799.3	7737.8	Stroma
7428.595278407396	-1835.835633758046	8494.0	7739.9	Stroma
14708.84744539734	138.19253115668744	8620.2	7741.4	Stroma
-18841.127581269575	319.1987594307702	8769.0	7738.3	Stroma
-15582.089729399766	-171.92957505378035	8576.5	7742.3	Immune
-18608.739199563042	123.0613215005219	8581.9	7738.7	Immune
-16052.460326040557	-1471.5210543109401	8417.1	7738.5	Stroma
-15617.289784875404	267.58753724782446	8745.3	7738.3	Stroma
-17847.84112808382	-380.7729480734181	8690.0	7739.7	Stroma
12519.312062109188	-762.5868586317188	8503.0	7743.2	Stroma
-13572.35552880444	-1088.4069198438824	8778.7	7739.6	Stroma
-18943.317056162043	-1447.8034166836146	8790.9	7740.6	Immune
-21355.961278915485	52.6197125077033	8452.2	7743.1	Stroma
39727.16876466153	4404.276122279957	8489.4	7750.2	Stroma
-2882.3303162132725	-1137.8099520003166	8433.6	7742.0	Stroma
-23347.593771720483	-1275.5187723387612	8570.4	7741.9	Immune
1443.9816340215766	-1451.8231191206723	8516.0	7745.9	Stroma
-28715.335337694174	-1013.5795539847427	8553.5	7740.7	Immune
-24367.6418626528	-633.2609311873969	8558.1	7743.6	Immune
5230.87734673138	997.1389313145191	8734.5	7742.3	Stroma
-16575.833354756855	467.0647479325212	8563.5	7747.6	Immune
-672.3699704272731	1829.4906464598039	8587.3	7744.3	Immune
-11271.59224342932	1673.6066816679727	8720.7	7744.2	Stroma
5609.107959945344	1314.5387368405986	8782.9	7746.8	Stroma
-20467.513926179974	-853.9161503266187	8398.7	7746.8	Stroma
77093.68896694593	-1565.1663079970858	8428.0	7753.0	Immune
-11720.075998662858	-1693.8195130179747	8641.8	7746.7	Immune
1479.45270894438	178.95038175380705	8752.4	7746.5	Stroma
-7752.698833803595	1064.8672002213084	8690.9	7747.6	Stroma
29109.705280501425	-297.3621615006814	8652.0	7750.1	Stroma
-20931.701698793346	2165.8419531044738	8446.0	7748.7	Stroma
-24304.52324658346	-859.9573660083511	8570.6	7748.2	Immune
53501.322002820045	21472.925302765085	8732.6	7753.4	Immune
10624.91695740584	-936.4237824684701	8630.9	7753.0	Stroma
-18161.292736106396	992.9402366757076	8436.5	7750.2	Stroma
182.0555408037544	3083.4328889220624	8712.4	7751.7	Stroma
-248.1271763006589	-744.9505288609637	8801.9	7747.9	Stroma
-3995.9275188259635	997.877294931216	8722.8	7752.8	Stroma
30730.61630579352	2046.437603968252	8741.2	7755.1	Stroma
-13372.435532016723	814.9571258514138	8590.8	7752.4	Immune
-25013.059777116345	-297.0703492547875	8698.3	7750.7	Stroma
-6788.792802711756	-682.890506767005	8663.5	7752.0	Stroma
-23471.210119765077	-852.0640647032544	8441.6	7753.8	Stroma
2743.049121420001	-758.3518535833261	8503.8	7755.3	Stroma
-20422.777331499692	-352.8025703316507	8572.0	7754.8	Immune
-9289.392812703547	-1000.2859105043849	8811.6	7754.0	Stroma
567.628806782217	14.461520555209518	8672.9	7754.1	Stroma
-20120.02290470232	-138.27473220102797	8749.2	7755.3	Stroma
1867.0613506396403	2041.568719757216	8795.6	7757.2	Stroma
33457.744309036265	1504.709618488425	8686.8	7758.3	Stroma
39577.65434087183	8752.139672676974	8764.0	7756.7	Stroma
5799.433266729866	-1291.044346735966	8548.4	7760.0	Immune
945.9439177810418	-624.6211937897558	8783.1	7756.8	Stroma
-23869.66180358672	-313.46956701851514	8580.5	7756.5	Immune
-7180.938579281708	819.5145187863823	8564.5	7760.2	Immune
-14071.168021678277	-336.1233685918387	8803.3	7759.6	Stroma
-20532.82977137983	-39.614871553884086	8745.3	7759.8	Stroma
-16133.67154828873	21.129197380988444	8591.5	7761.4	Immune
-19226.20095845333	179.39257238660457	8722.9	7760.4	Stroma
-17468.65629826018	2937.8209408020293	8455.5	7760.8	Stroma
-17000.405365287894	1519.4375989107803	8446.3	7762.0	Stroma
26733.772176820057	-712.8133876999457	8507.7	7765.5	Stroma
5023.293670807303	3352.9247362570522	8716.8	7764.5	Stroma
-14337.53909788097	-1295.2828047774415	8574.0	7763.1	Immune
70.51806745117938	-700.1983706247379	8490.1	7765.1	Stroma
-20972.190315017942	-511.13890406561495	8772.3	7762.9	Stroma
-7463.54457615488	-687.3408797902323	8439.5	7766.0	Stroma
3716.26521282718	1873.9084567342065	8469.0	7763.0	Stroma
-4767.176938407327	1557.513801472333	8583.7	7767.0	Immune
-5336.705192562193	1012.0293827371479	8729.9	7766.3	Stroma
-18619.730912272025	-707.4696800522224	8755.3	7765.3	Stroma
-6351.776905076218	2157.821568976802	8822.1	7764.0	Stroma
-18024.479734248325	-195.848341778978	8745.3	7767.7	Stroma
-21498.3164675072	1510.8262641031447	8463.7	7767.8	Immune
2304.497898609654	-833.1782389206783	8606.2	7768.0	Immune
-6991.103969855354	-423.65443885240757	8779.8	7766.1	Stroma
-22334.382204408274	-743.8246054081908	8813.9	7763.9	Stroma
-16019.70432870484	-14.50662121010555	8700.8	7767.5	Stroma
-23062.461569896594	-1219.471697409216	8761.1	7767.6	Stroma
-25151.6115857705	985.265001092831	8804.0	7766.9	Stroma
-4630.248099385579	-1431.203596699061	8551.7	7772.7	Immune
-18975.67083962125	1290.8877269712762	8808.0	7771.1	Stroma
-13965.699912164699	-345.33980978261934	8570.7	7771.4	Immune
-27863.530566486475	-876.8540932795979	8578.6	7771.5	Immune
-5752.000624386164	2802.1989527833966	8713.0	7772.1	Stroma
-19506.703579186382	84.62905896356278	8594.3	7772.8	Immune
9844.945141593867	3676.293346993867	8488.0	7773.7	Stroma
-19543.727869476577	-929.6831163776912	8626.7	7771.7	Stroma
-14488.291661362142	-10.899242244451216	8767.0	7770.8	Stroma
-20140.747812170208	-1679.2711246958954	8445.2	7771.5	Stroma
-19330.25263264998	-18.159810864794963	8564.4	7774.3	Immune
-20898.777910269986	-1325.7741951540656	8787.4	7771.2	Stroma
-15129.061860224585	3494.441182121004	8461.2	7774.7	Immune
-9587.450787016587	-1382.6059954673913	8728.3	7772.8	Stroma
-22805.660813644834	1732.0716486908577	8815.6	7772.4	Immune
25070.822896188816	3894.1682087694435	8476.2	7776.1	Stroma
-21821.07772784578	2274.2970034510236	8823.0	7774.6	Immune
-24415.462694728136	-1208.3450609430697	8517.6	7772.9	Stroma
-14678.697691830512	-1168.6104315058465	8450.3	7775.7	Stroma
-12775.960782805902	405.1296219803371	8739.8	7777.3	Stroma
-593.6957662463174	832.8407160510369	8777.2	7775.2	Stroma
-21893.593751794175	199.01840221569273	8722.7	7777.2	Stroma
-21343.29003169386	123.78326937415886	8484.9	7780.4	Stroma
-21743.91365454717	-405.2515505677318	8766.2	7777.0	Stroma
11279.777984316155	-281.71372975882787	8799.0	7777.1	Stroma
-20100.914000971286	-155.88089403263893	8758.2	7777.8	Stroma
-12965.906561269818	2919.0016132105675	8786.7	7779.0	Immune
50295.07410559099	-771.3165047190848	8815.8	7782.6	Stroma
-13479.607533369614	33.419239582376576	8396.1	7777.5	Stroma
16492.395305191974	-373.3101226491083	8409.4	7782.3	Stroma
-8422.884870293175	1657.524810414427	8468.1	7782.7	Stroma
-15915.474082251603	-915.9063548691524	8514.7	7780.5	Immune
-17956.825284092414	-1556.6528459544807	8647.2	7780.5	Stroma
-19995.86313525153	-814.2505738940101	8702.3	7778.8	Stroma
-10736.12322240962	-885.0875573170447	8503.1	7782.0	Immune
-15153.551862521654	-82.80528284711295	8718.0	7782.2	Stroma
-14968.044370162923	682.5308086335385	8727.1	7782.9	Stroma
4690.184265778873	-1520.8644002118076	8452.9	7785.9	Stroma
-17244.090634747274	-189.5997499575476	8694.3	7784.0	Stroma
-10306.560846285665	2435.0718515566223	8733.5	7783.6	Stroma
-17456.1810796153	-1567.6989005952714	8769.5	7783.1	Stroma
-23966.482241875317	-1490.9756990098667	8776.6	7784.4	Stroma
-21374.41837865052	1486.7596594958895	8793.1	7784.3	Stroma
-13408.323791807765	4582.871171979557	8682.5	7785.1	Immune
-18907.0317932184	-36.46714423834965	8761.4	7787.0	Stroma
-16520.402693188233	1205.0229502077996	8393.6	7788.7	Immune
-22468.152931053082	-304.4420823179273	8400.4	7786.0	Immune
-24841.37138275135	487.28889158270295	8433.7	7782.7	Immune
-13241.005633401444	-709.2045547028581	8708.5	7784.5	Stroma
-2797.7675709179093	-634.0311832684322	8514.6	7792.0	Immune
-15013.521753532303	-1515.4471682664307	8440.3	7788.2	Stroma
-18057.868340316378	-1752.3746906304575	8421.6	7787.9	Stroma
-11949.431548034452	3147.7634567752148	8429.4	7789.2	Immune
-25814.78676969115	-523.6211703450833	8715.9	7787.5	Stroma
29252.69575393008	8497.701928055047	8737.0	7792.4	Stroma
-6595.331483395596	-1116.794392442123	8474.9	7790.4	Stroma
-12059.371780001875	-866.5088537006604	8701.5	7791.7	Stroma
-25294.62174065137	-672.7296382875918	8725.5	7789.9	Stroma
3807.1545950692744	-574.872554049759	8579.2	7790.6	Stroma
-25825.581411987416	-368.91992517230733	8783.8	7790.2	Stroma
-16039.519737029786	-1803.3521204754325	8568.3	7790.7	Stroma
1060.5288372495634	-75.04492274344875	8405.9	7797.6	Stroma
3463.9608715842623	543.8018137667714	8485.9	7795.7	Stroma
-19007.920912611222	-1345.673885869144	8711.6	7792.6	Stroma
7901.317719056176	-712.4513834968557	8722.8	7795.4	Stroma
27106.99241188119	-1850.477374483599	8449.8	7800.9	Stroma
-17310.968345350902	2326.8279517543697	8746.8	7796.2	Stroma
-15930.88722866651	-756.2230362660096	8789.9	7794.8	Stroma
-24323.87153735034	163.07867598527855	8477.6	7799.8	Stroma
-20004.491427049426	-1765.689559230196	8713.2	7798.0	Stroma
-17121.48740646852	-256.91433562175575	8794.7	7799.0	Stroma
5056.240284079424	-1518.6330529540135	8414.6	7803.4	Stroma
-11835.113005532548	214.61419101575711	8644.3	7802.3	Stroma
48151.48326919046	-1979.4749352685415	8696.5	7802.5	Stroma
-13458.022254586336	2638.1399782056205	8742.4	7804.4	Stroma
75458.9429202988	-1645.4827276084234	8720.4	7810.4	Immune
-21989.266986059272	-993.2931167090646	8716.5	7802.9	Stroma
-6413.166700560232	-318.4766685919071	8803.2	7802.4	Stroma
10735.775149227564	-565.4887569805701	8587.8	7808.5	Stroma
-13581.226355799372	-761.572583373541	8731.6	7804.7	Stroma
480.17385189424385	2607.096113456103	8497.8	7806.3	Stroma
29993.39822678872	-278.07188112516315	8818.6	7804.8	Stroma
12342.526361833581	266.1358852682474	8687.0	7808.1	Stroma
11955.674502502668	2603.70760957686	8710.0	7806.9	Stroma
-11303.409637886252	2439.8109934508975	8783.7	7806.6	Stroma
24557.85274638258	1276.619850913482	8810.2	7811.4	Stroma
21147.66608346827	-2327.0937346451055	8443.1	7812.5	Stroma
-12092.318976211314	303.72575461829774	8796.4	7809.4	Stroma
-12341.231425641323	754.7889313143633	8400.7	7811.6	Stroma
8705.379921714368	3645.5539364753613	8511.1	7813.7	Stroma
3827.7284630384383	-138.51264206995802	8728.9	7814.6	Stroma
-441.72665271668666	-117.19577148005146	8408.1	7817.0	Stroma
-10831.390174542154	-2225.166009851216	8415.0	7814.7	Stroma
-20888.442890135655	-1356.8298880904613	8678.1	7812.4	Stroma
-22083.13695439555	-561.3132072402123	8737.3	7811.8	Stroma
-7563.37491027846	-1420.8481588839654	8823.3	7814.2	Stroma
54363.39383128917	-961.0844597937928	8697.6	7817.4	Stroma
-15365.08411679967	-2008.9505660336415	8421.8	7816.6	Stroma
-9443.036264965915	-298.2874363069243	8617.8	7815.9	Stroma
-19920.231759227983	-652.066621314317	8633.1	7812.9	Stroma
352.87043377602095	2847.5131869276993	8705.8	7818.0	Stroma
484.69437111730076	-285.7217707827949	8782.1	7815.6	Stroma
-18048.756897565887	-1698.7169576936465	8684.4	7816.7	Stroma
-4601.25950712373	854.7558559247418	8799.2	7816.4	Stroma
20176.190146723908	5955.051573662215	8495.0	7819.4	Stroma
21216.277472540613	4668.078337995786	8509.6	7825.6	Stroma
9301.349922448404	-61.9509932946105	8741.5	7817.1	Stroma
-17422.506641423824	-1418.1919688493122	8472.5	7818.3	Immune
-18805.604612073963	-169.22928291732478	8816.5	7819.1	Stroma
8447.928512608407	-2571.1851221943016	8439.1	7823.7	Stroma
27108.2200793034	6202.552417523229	8792.6	7823.8	Immune
9657.385741820202	485.9736517954025	8630.4	7824.1	Stroma
-12911.123495627584	910.3866699877449	8722.1	7823.3	Stroma
-20795.97107465629	923.5799753271103	8804.7	7821.5	Stroma
-27922.728243558606	912.1677457846858	8810.8	7820.8	Immune
-6415.820325368051	-939.7630720936725	8684.0	7822.9	Stroma
-18465.173768606357	-790.5753885532065	8711.6	7823.1	Stroma
4933.105634643245	2397.0055136617684	8750.1	7821.0	Stroma
-14361.108687896209	699.0212122394937	8763.6	7821.8	Stroma
10584.683308232416	960.9777483083494	8546.5	7828.5	Stroma
-8498.199096676613	-591.8058835888849	8774.7	7823.9	Stroma
-16822.02988655768	-747.1522521386978	8732.7	7824.7	Stroma
5870.770169548479	3921.0122458744836	8519.7	7825.5	Stroma
-20714.940250358566	915.8728819458447	8501.9	7828.3	Stroma
-9424.909954081042	-366.32584615740825	8816.9	7825.6	Stroma
19171.565304919277	297.6708806439565	8416.2	7831.5	Stroma
-25133.275025815823	831.4882529375332	8810.5	7827.0	Immune
-15367.253029626714	-1114.157224405813	8750.1	7828.3	Stroma
-21934.506576304004	-221.6012586462748	8804.9	7829.5	Stroma
-21416.667896963347	-1356.7949199880288	8824.0	7825.4	Stroma
10752.98669004655	303.2315369931307	8395.0	7829.1	Stroma
-17369.207117453163	3636.904226191893	8792.0	7830.7	Immune
29385.650892555626	896.4675152818095	8693.4	7838.1	Stroma
15932.908595828041	8150.8419251783125	8782.9	7830.0	Stroma
-13834.04806407676	1736.458375263815	8685.8	7832.1	Stroma
-2297.9529956894257	-1577.5572019314973	8713.4	7829.7	Stroma
-15560.1818346324	1786.0873168806042	8768.3	7829.1	Stroma
-10500.510624840535	483.2051330221839	8471.1	7830.6	Immune
57082.43929453312	6131.535514432	8745.2	7836.8	Immune
-23162.48025121505	-1403.783890351277	8658.7	7829.7	Stroma
4861.083833408891	625.7177059229557	8758.9	7831.4	Stroma
-14188.36099108728	1173.3989641992257	8817.3	7832.4	Stroma
23812.789675221786	-1096.313696132774	8486.1	7832.6	Stroma
-15731.004298812062	-25.365405462060153	8606.0	7831.7	Stroma
-23917.52020985745	1386.269800230123	8735.1	7832.9	Immune
-4482.941818976309	1876.3798865682243	8729.1	7834.9	Stroma
-6750.238606266852	2035.2731092392814	8525.5	7833.6	Stroma
-15525.549983873025	265.91719199336285	8702.0	7834.9	Stroma
-3390.1395124021146	-1195.1133766764976	8722.4	7835.1	Stroma
-6623.5893593492765	1827.2941789321258	8508.6	7836.8	Stroma
-9069.935930006239	376.05507141297267	8710.2	7836.0	Stroma
-10935.227949330449	3955.044962538698	8766.1	7838.2	Immune
-26549.44365086616	1070.2857722830258	8774.0	7835.0	Immune
9215.24595595053	2137.5551071402924	8516.0	7841.1	Stroma
-19504.728962750134	-861.1984136103263	8756.6	7836.7	Stroma
-16013.103301325089	-533.4723146367826	8400.5	7838.7	Stroma
-14823.48889913633	1845.7761010049603	8784.3	7837.7	Stroma
-24496.74055411032	-880.230879155079	8795.9	7838.8	Stroma
-26250.397378061818	1094.27754369384	8809.0	7838.3	Immune
2411.237152270427	4103.1509302182885	8714.6	7843.0	Stroma
-6869.550605731372	-1159.5027094275151	8640.0	7842.6	Stroma
-23997.357672248	578.6075671129493	8759.5	7841.3	Immune
-19772.074466263166	2900.1169232415195	8802.1	7841.6	Immune
27850.745901422255	4904.932717175092	8820.2	7842.5	Stroma
-3377.370653303231	2362.2741355028656	8527.8	7842.3	Stroma
-23005.71068288984	1395.3002345929845	8736.8	7842.1	Immune
-11318.337647168457	-1060.4252950588766	8791.2	7844.6	Stroma
3555.8931726075534	-338.28378499628184	8776.7	7846.3	Stroma
-17796.948772232954	-1546.382541992985	8483.3	7843.0	Immune
5773.440490267247	3509.5661139718504	8559.8	7846.8	Stroma
-18677.560714675696	-1997.240254687538	8782.8	7843.3	Stroma
-10656.275349885495	-1149.6607044022912	8665.5	7842.8	Stroma
14136.096164926828	10960.978962018413	8764.6	7849.0	Immune
-22344.989737995416	-1495.8706913374426	8456.0	7845.3	Immune
-2451.927192750729	1272.0771841513656	8517.7	7848.9	Stroma
-20142.466086575936	2399.8561615028784	8751.8	7846.5	Immune
-18421.43523762865	-1670.565986700678	8395.4	7848.9	Stroma
-22932.404396034828	-1411.378682445215	8465.2	7848.4	Immune
36217.20920296568	-1201.8419516591823	8476.5	7854.8	Stroma
-7999.903298684381	3260.315261515495	8673.1	7849.4	Stroma
99840.04754305263	-1913.0643614549622	8810.1	7850.0	Immune
-13586.514360466932	-463.6983595279123	8534.1	7848.1	Stroma
2096.602112511915	1912.9950120954873	8647.2	7851.7	Stroma
38717.99275437258	-695.8737113578848	8723.5	7849.0	Stroma
8078.595267637909	4788.38499132418	8739.5	7851.0	Stroma
851.772554007759	-1713.580083936033	8406.9	7851.6	Immune
-9636.383190226472	-1641.0569322721908	8435.8	7848.8	Stroma
-15381.545455232812	-855.1068329643265	8613.5	7851.2	Stroma
-14743.948985693132	3777.9862135949115	8658.5	7850.5	Immune
-24539.302626661127	796.2100057238085	8527.0	7852.7	Stroma
-11653.885242838209	-649.0047036843139	8622.7	7853.9	Stroma
-24169.331251845786	-322.76937246867556	8714.7	7853.1	Stroma
458172.1815826422	-2219.5764185070016	8545.6	7867.3	Immune
-18933.488825838947	914.654709708383	8732.3	7854.5	Stroma
-15483.407410536613	76.29313500611761	8709.9	7854.6	Stroma
16872.61407919108	5574.965156405359	8755.4	7856.0	Stroma
-17351.086996174396	-1346.3266006832146	8822.9	7855.5	Stroma
-5055.5029199119235	224.97072880832638	8530.4	7858.5	Stroma
-23668.26098023216	-1122.670616897089	8663.7	7855.2	Stroma
-20945.5005428104	-1529.5307760746018	8518.7	7855.5	Stroma
88705.70346226872	11187.589531249958	8696.8	7859.8	Immune
127858.23779516049	-3696.0794532074005	8808.8	7863.3	Immune
-3378.328297763779	996.2616414127992	8725.9	7861.3	Stroma
16840.42637621628	5935.470786223902	8794.9	7862.2	Stroma
22109.86741105868	-1638.6530950739343	8433.6	7860.1	Stroma
20318.164210691764	-66.84696627968788	8652.6	7862.6	Stroma
-23577.60651126019	28.482330069782165	8676.9	7857.8	Stroma
-10316.691718620757	-909.0712069796166	8631.6	7862.4	Stroma
